"year_p_name","year_p_year","year_p_Tm","year_p_Pk","year_p_Rk","year_p_college","year_p_Yrs","year_p_G","year_p_MP","year_p_PTS","year_p_TRB","year_p_AST","year_p_FG","year_p__3P","year_p_FT","year_p_MP_PG","year_p_PTS_PG","year_p_TRB_PG","year_p_AST_PG","year_p_WS_ADV","year_p_WS48_ADV","year_p_BPM_ADV","year_p_VORP_ADV"
"Gene Brown","1958","BOS","39","40","San Francisco","","","","","","","","","","","","","","","","",""
"Al Inniss","1958","MNL","40","41","St. Francis College","","","","","","","","","","","","","","","","",""
"Jim McClennan","1958","CIN","41","42","Saint Francis University","","","","","","","","","","","","","","","","",""
"Shellie McMillon","1958","DET","42","43","Bradley","4","263","4977","2397","1571","232",".434","",".634","18.9","9.1","6.0","0.9","8.1",".078","",""
"Joe King","1958","NYK","43","44","Oklahoma","","","","","","","","","","","","","","","","",""
"Bucky Allen","1958","PHW","44","45","Duke","","","","","","","","","","","","","","","","",""
"Jack Mimitz","1958","SYR","45","46","Saint Louis","","","","","","","","","","","","","","","","",""
"John Crawford","1958","STL","46","47","Iowa State","","","","","","","","","","","","","","","","",""
"Dave Keleher","1958","BOS","47","48","Morehead State University","","","","","","","","","","","","","","","","",""
"Jim Bond","1958","MNL","48","49","Point Loma Nazarene","","","","","","","","","","","","","","","","",""
"Wayne Stevens","1958","CIN","49","50","Cincinnati","1","8","49","13","16","4",".158","",".700","6.1","1.6","2.0","0.5","-0.2","-.169","",""
"Ed Blair","1958","DET","50","51","Western Michigan","","","","","","","","","","","","","","","","",""
"Owen Lawson","1958","NYK","51","52","Western Kentucky","","","","","","","","","","","","","","","","",""
"Jay Norman","1958","PHW","52","53","Temple","","","","","","","","","","","","","","","","",""
"Pete Tillotson","1958","SYR","53","54","Michigan","","","","","","","","","","","","","","","","",""
"Ken Sidle","1958","STL","54","55","Ohio State","","","","","","","","","","","","","","","","",""
"Rudy Fenderson","1958","BOS","55","56","Brandeis University","","","","","","","","","","","","","","","","",""
"Ed Brinkley","1958","MNL","56","57","Clemson","","","","","","","","","","","","","","","","",""
"Bob Mantz","1958","CIN","57","58","Lafayette College","","","","","","","","","","","","","","","","",""
"Jack Quiggle","1958","DET","58","59","Michigan State","","","","","","","","","","","","","","","","",""
"Milt Kane","1958","NYK","59","60","Utah","","","","","","","","","","","","","","","","",""
"Tom Brennan","1958","PHW","60","61","Villanova","1","11","52","10","5","2",".455","","","4.7","0.9","0.5","0.2","0.1",".048","",""
"Ruel Tucker","1958","SYR","61","62","Rockhurst University","","","","","","","","","","","","","","","","",""
"Bruno Boin","1958","STL","62","63","Washington","","","","","","","","","","","","","","","","",""
"Joe Hobbs","1958","MNL","63","64","Florida","","","","","","","","","","","","","","","","",""
"Larry Staverman","1958","CIN","64","65","Thomas More College","5","265","3380","1237","1019","251",".465","",".785","12.8","4.7","3.8","0.9","6.9",".097","",""
"Harry Marske","1958","DET","65","66","North Dakota State University","","","","","","","","","","","","","","","","",""
"John McCarthy","1958","NYK","66","67","Notre Dame","","","","","","","","","","","","","","","","",""
"Nick Davis","1958","PHW","67","68","Maryland","","","","","","","","","","","","","","","","",""
"Tink Van Patton","1958","STL","68","69","Temple","","","","","","","","","","","","","","","","",""
"Shorty Patterson","1958","MNL","69","70","Gustavus Adolphus","","","","","","","","","","","","","","","","",""
"Jack Parr","1958","CIN","70","71","Kansas State","1","66","1037","262","278","51",".355","",".603","15.7","4.0","4.2","0.8","-0.3","-.014","",""
"Pete Gaudin","1958","DET","71","72","Loyola University New Orleans","","","","","","","","","","","","","","","","",""
"Larry Hedden","1958","PHW","72","73","Michigan State","","","","","","","","","","","","","","","","",""
"James Purcell","1958","STL","73","74","Coe College","","","","","","","","","","","","","","","","",""
"Hal Duffy","1958","MNL","74","75","Oregon","","","","","","","","","","","","","","","","",""
"Frank Tartaton","1958","CIN","75","76","Xavier","","","","","","","","","","","","","","","","",""
"Herb Merritt","1958","DET","76","77","Tennessee Technological University","","","","","","","","","","","","","","","","",""
"Don Klein","1958","STL","77","78","Rockhurst University","","","","","","","","","","","","","","","","",""
"Gary Simmons","1958","MNL","78","79","Idaho","","","","","","","","","","","","","","","","",""
"Don Medsker","1958","CIN","79","80","Iowa State","","","","","","","","","","","","","","","","",""
"Jim Dew","1958","DET","80","81","Alabama State University","","","","","","","","","","","","","","","","",""
"Joe Buckhalter","1958","STL","81","82","Tennessee State","2","65","740","375","265","43",".451","",".627","11.4","5.8","4.1","0.7","1.2",".075","",""
"Jerry Alcom","1958","MNL","82","83","Fresno State","","","","","","","","","","","","","","","","",""
"Jerry DuPont","1958","CIN","83","84","Louisville","","","","","","","","","","","","","","","","",""
"Jim Newcomb","1958","CIN","84","85","Duke","","","","","","","","","","","","","","","","",""
"Adrian Smith","1958","CIN","85","86","Kentucky","10","719","18324","8482","1580","1697",".429","",".836","25.5","11.8","2.2","2.4","31.7",".083","",""
"Jack McCarthy","1958","CIN","86","87","Dayton","","","","","","","","","","","","","","","","",""
"John Powell","1958","CIN","87","88","Miami University","","","","","","","","","","","","","","","","",""
"Wilt Chamberlain","1959","PHW","","1","Kansas","14","1045","47859","31419","23924","4643",".540","",".511","45.8","30.1","22.9","4.4","247.3",".248","",""
"Bob Ferry","1959","STL","","2","Saint Louis","10","634","12828","5780","3343","906",".433","",".664","20.2","9.1","5.3","1.4","20.2",".076","",""
"Bob Boozer","1959","CIN","1","3","Kansas State","11","874","25549","12964","7119","1237",".462","",".761","29.2","14.8","8.1","1.4","64.2",".121","",""
"Bailey Howell","1959","DET","2","4","Mississippi State","12","950","30627","17770","9383","1853",".480","",".762","32.2","18.7","9.9","2.0","114.8",".180","",""
"Tom Hawkins","1959","MNL","3","5","Notre Dame","10","764","18465","6672","4607","871",".447","",".570","24.2","8.7","6.0","1.1","24.1",".063","",""
"Dick Barnett","1959","SYR","4","6","Tennessee State","14","971","28937","15358","2812","2729",".456","",".761","29.8","15.8","2.9","2.8","68.7",".114","-3.6","0.0"
"Johnny Green","1959","NYK","5","7","Michigan State","14","1057","24624","12281","9083","1449",".493","",".553","23.3","11.6","8.6","1.4","58.0",".113","",""
"John Richter","1959","BOS","6","8","NC State","1","66","808","285","312","27",".340","",".504","12.2","4.3","4.7","0.4","0.4",".026","",""
"Tom Robitaille","1959","DET","7","9","Rice University","","","","","","","","","","","","","","","","",""
"Don Goldstein","1959","DET","8","10","Louisville","","","","","","","","","","","","","","","","",""
"Joe Ruklick","1959","PHW","9","11","Northwestern","3","114","909","398","286","48",".366","",".613","8.0","3.5","2.5","0.4","0.0","-.001","",""
"Rudy LaRusso","1959","MNL","10","12","Dartmouth College","10","736","24487","11507","6936","1556",".431","",".767","33.3","15.6","9.4","2.1","61.4",".120","",""
"Gene Tormohlen","1959","SYR","11","13","Tennessee","6","271","3223","1191","1122","257",".411","",".579","11.9","4.4","4.1","0.9","2.3",".034","",""
"Alan Seiden","1959","STL","12","14","St. John's","","","","","","","","","","","","","","","","",""
"Cal Ramsey","1959","STL","13","15","NYU","2","13","222","103","73","12",".383","",".568","17.1","7.9","5.6","0.9","0.1",".013","",""
"Gene Guarilia","1959","BOS","14","16","George Washington","4","129","1082","413","294","36",".376","",".611","8.4","3.2","2.3","0.3","1.2",".055","",""
"Mike Mendenhall","1959","CIN","15","17","Cincinnati","","","","","","","","","","","","","","","","",""
"Gary Alcorn","1959","DET","16","18","Fresno State","2","78","844","261","329","24",".293","",".598","10.8","3.3","4.2","0.3","-1.3","-.072","",""
"Jim Hickaday","1959","PHW","17","19","Memphis","","","","","","","","","","","","","","","","",""
"Bobby Smith","1959","MNL","18","20","West Virginia","2","13","137","37","33","14",".236","",".688","10.5","2.8","2.5","1.1","-0.3","-.097","",""
"Jon Cincebox","1959","SYR","19","21","Syracuse","","","","","","","","","","","","","","","","",""
"Bob Anderegg","1959","NYK","20","22","Michigan State","1","33","373","133","69","29",".385","",".548","11.3","4.0","2.1","0.9","0.0",".002","",""
"Hank Stein","1959","STL","21","23","Xavier","","","","","","","","","","","","","","","","",""
"Ralph Croswaite","1959","BOS","22","24","Western Kentucky","","","","","","","","","","","","","","","","",""
"Leo Byrd","1959","CIN","23","25","Marshall","","","","","","","","","","","","","","","","",""
"George Lee","1959","DET","24","26","Michigan","7","297","5158","2229","1235","258",".379","",".734","17.4","7.5","4.2","0.9","6.6",".061","",""
"Ron Stevenson","1959","PHW","25","27","TCU","","","","","","","","","","","","","","","","",""
"Wilson Eison","1959","MNL","26","28","Purdue","","","","","","","","","","","","","","","","",""
"Paul Neumann","1959","SYR","27","29","Stanford","6","451","11003","4989","1318","1453",".442","",".799","24.4","11.1","2.9","3.2","28.3",".124","",""
"Johnny Cox","1959","NYK","28","30","Kentucky","1","73","1685","573","280","142",".421","",".704","23.1","7.8","3.8","1.9","0.5",".015","",""
"Lee Harman","1959","STL","29","31","Oregon State","","","","","","","","","","","","","","","","",""
"Ed Kazakavich","1959","BOS","30","32","University of Scranton","","","","","","","","","","","","","","","","",""
"Harry Kirchner","1959","CIN","31","33","TCU","","","","","","","","","","","","","","","","",""
"Tony Windis","1959","DET","32","34","Wyoming","1","9","193","36","47","32",".267","",".667","21.4","4.0","5.2","3.6","-0.2","-.057","",""
"Bill Telasky","1959","PHW","33","35","George Washington","","","","","","","","","","","","","","","","",""
"Bobby Joe Mason","1959","MNL","34","36","Bradley","","","","","","","","","","","","","","","","",""
"Roger Taylor","1959","SYR","35","37","Illinois","","","","","","","","","","","","","","","","",""
"Herb Busch","1959","NYK","36","38","Virginia","","","","","","","","","","","","","","","","",""
"Nick Mantis","1959","STL","37","39","Northwestern","2","52","755","236","91","92",".367","",".549","14.5","4.5","1.8","1.8","-0.8","-.049","",""
"Don Lange","1959","BOS","38","40","William & Mary","","","","","","","","","","","","","","","","",""
"Don Hennon","1959","CIN","39","41","Pitt","","","","","","","","","","","","","","","","",""
"Lou Jordan","1959","DET","40","42","Cornell","","","","","","","","","","","","","","","","",""
"Joe Spratt","1959","PHW","41","43","Saint Joseph's","","","","","","","","","","","","","","","","",""
"Jim Henry","1959","MNL","42","44","Vanderbilt","","","","","","","","","","","","","","","","",""
"Bob Dalton","1959","SYR","43","45","California","","","","","","","","","","","","","","","","",""
"Bucky McDonald","1959","NYK","44","46","George Washington","","","","","","","","","","","","","","","","",""
"Mike Moran","1959","STL","45","47","Marquette","","","","","","","","","","","","","","","","",""
"Bob Cumings","1959","BOS","46","48","Boston University","","","","","","","","","","","","","","","","",""
"Dale Moore","1959","CIN","47","49","Eastern Kentucky University","","","","","","","","","","","","","","","","",""
"Doug Smart","1959","DET","48","50","Washington","","","","","","","","","","","","","","","","",""
"Joe Ryan","1959","PHW","49","51","Villanova","","","","","","","","","","","","","","","","",""
"Charley Grote","1959","MNL","50","52","Georgetown College","","","","","","","","","","","","","","","","",""
"Darnell Haney","1959","SYR","51","53","Utah State University","","","","","","","","","","","","","","","","",""
"Russ Robinson","1959","NYK","52","54","Missouri State University","","","","","","","","","","","","","","","","",""
"Orby Arnold","1959","STL","53","55","Memphis","","","","","","","","","","","","","","","","",""
"Don Matuszak","1959","CIN","54","56","Kansas State","","","","","","","","","","","","","","","","",""
"Chuck Curtis","1959","DET","55","57","Pacific Lutheran University","","","","","","","","","","","","","","","","",""
"Dave Gunther","1959","PHW","56","58","Iowa","1","1","5","2","3","3",".500","","","5.0","2.0","3.0","3.0","0.0",".204","",""
"Leon Hill","1959","MNL","57","59","Texas Tech","","","","","","","","","","","","","","","","",""
"Walt Torrence","1959","NYK","58","60","UCLA","","","","","","","","","","","","","","","","",""
"Willie Merriwether","1959","STL","59","61","Purdue","","","","","","","","","","","","","","","","",""
"Joe Billy McDade","1959","CIN","60","62","Bradley","","","","","","","","","","","","","","","","",""
"Doyle Edmiston","1959","DET","61","63","Hardin-Simmons University","","","","","","","","","","","","","","","","",""
"Carl Belz","1959","PHW","62","64","Princeton","","","","","","","","","","","","","","","","",""
"Jim Mudd","1959","MNL","63","65","University of North Texas","","","","","","","","","","","","","","","","",""
"Jerry Shipp","1959","NYK","64","66","Southeastern Oklahoma State University","","","","","","","","","","","","","","","","",""
"Lou Pucillo","1959","STL","65","67","NC State","","","","","","","","","","","","","","","","",""
"Joe Viviano","1959","CIN","66","68","Xavier","","","","","","","","","","","","","","","","",""
"Bruno Boin","1959","DET","67","69","Washington","","","","","","","","","","","","","","","","",""
"Tony Sellari","1959","PHW","68","70","Lenoir-Rhyne College","","","","","","","","","","","","","","","","",""
"Roger Johnson","1959","MNL","69","71","Minnesota","","","","","","","","","","","","","","","","",""
"Paul Wilcox","1959","NYK","70","72","Davis & Elkins College","","","","","","","","","","","","","","","","",""
"Ron Loneski","1959","STL","71","73","Kansas","","","","","","","","","","","","","","","","",""
"Charley Brown","1959","CIN","72","74","Seattle University","","","","","","","","","","","","","","","","",""
